,sales,date,region
1704,1713.0,2019-04-08,north
1705,1779.0,2019-04-08,south
1706,1743.0,2019-04-08,east
1707,1575.0,2019-04-08,west
1708,1728.0,2019-04-09,north
1709,1719.0,2019-04-09,south
1710,1755.0,2019-04-09,east
1711,1617.0,2019-04-09,west
1712,1542.0,2019-04-10,north
1713,1626.0,2019-04-10,south
1714,1509.0,2019-04-10,east
1715,1638.0,2019-04-10,west
1716,1581.0,2019-04-11,north
1717,1680.0,2019-04-11,south
1718,1569.0,2019-04-11,east
1719,1635.0,2019-04-11,west
1720,1539.0,2019-04-12,north
1721,1587.0,2019-04-12,south
1722,1593.0,2019-04-12,east
1723,1581.0,2019-04-12,west
1724,1515.0,2019-04-13,north
1725,1611.0,2019-04-13,south
1726,1644.0,2019-04-13,east
1727,1794.0,2019-04-13,west
1728,1500.0,2019-04-14,north
1729,1737.0,2019-04-14,south
1730,1722.0,2019-04-14,east
1731,1764.0,2019-04-14,west
1732,1530.0,2019-04-15,north
1733,1602.0,2019-04-15,south
1734,1524.0,2019-04-15,east
1735,1770.0,2019-04-15,west
1736,1596.0,2019-04-16,north
1737,1668.0,2019-04-16,south
1738,1584.0,2019-04-16,east
1739,1713.0,2019-04-16,west
1740,1569.0,2019-04-17,north
1741,1686.0,2019-04-17,south
1742,1647.0,2019-04-17,east
1743,1509.0,2019-04-17,west
1744,1590.0,2019-04-18,north
1745,1650.0,2019-04-18,south
1746,1557.0,2019-04-18,east
1747,1575.0,2019-04-18,west
1748,1773.0,2019-04-19,north
1749,1629.0,2019-04-19,south
1750,1524.0,2019-04-19,east
1751,1512.0,2019-04-19,west
1752,1521.0,2019-04-20,north
1753,1653.0,2019-04-20,south
1754,1584.0,2019-04-20,east
1755,1713.0,2019-04-20,west
1756,1683.0,2019-04-21,north
1757,1749.0,2019-04-21,south
1758,1545.0,2019-04-21,east
1759,1629.0,2019-04-21,west
1760,1533.0,2019-04-22,north
1761,1587.0,2019-04-22,south
1762,1671.0,2019-04-22,east
1763,1650.0,2019-04-22,west
1764,1668.0,2019-04-23,north
1765,1674.0,2019-04-23,south
1766,1728.0,2019-04-23,east
1767,1518.0,2019-04-23,west
1768,1554.0,2019-04-24,north
1769,1719.0,2019-04-24,south
1770,1746.0,2019-04-24,east
1771,1665.0,2019-04-24,west
1772,1503.0,2019-04-25,north
1773,1692.0,2019-04-25,south
1774,1725.0,2019-04-25,east
1775,1764.0,2019-04-25,west
1776,1710.0,2019-04-26,north
1777,1635.0,2019-04-26,south
1778,1764.0,2019-04-26,east
1779,1758.0,2019-04-26,west
1780,1740.0,2019-04-27,north
1781,1776.0,2019-04-27,south
1782,1740.0,2019-04-27,east
1783,1620.0,2019-04-27,west
1784,1566.0,2019-04-28,north
1785,1704.0,2019-04-28,south
1786,1578.0,2019-04-28,east
1787,1503.0,2019-04-28,west
1788,1602.0,2019-04-29,north
1789,1791.0,2019-04-29,south
1790,1752.0,2019-04-29,east
1791,1800.0,2019-04-29,west
1792,1719.0,2019-04-30,north
1793,1767.0,2019-04-30,south
1794,1500.0,2019-04-30,east
1795,1623.0,2019-04-30,west
1796,1665.0,2019-05-01,north
1797,1800.0,2019-05-01,south
1798,1731.0,2019-05-01,east
1799,1542.0,2019-05-01,west
1800,1575.0,2019-05-02,north
1801,1548.0,2019-05-02,south
1802,1797.0,2019-05-02,east
1803,1521.0,2019-05-02,west
1804,1560.0,2019-05-03,north
1805,1521.0,2019-05-03,south
1806,1605.0,2019-05-03,east
1807,1740.0,2019-05-03,west
1808,1617.0,2019-05-04,north
1809,1743.0,2019-05-04,south
1810,1629.0,2019-05-04,east
1811,1749.0,2019-05-04,west
1812,1512.0,2019-05-05,north
1813,1746.0,2019-05-05,south
1814,1530.0,2019-05-05,east
1815,1611.0,2019-05-05,west
1816,1569.0,2019-05-06,north
1817,1689.0,2019-05-06,south
1818,1557.0,2019-05-06,east
1819,1560.0,2019-05-06,west
1820,1650.0,2019-05-07,north
1821,1695.0,2019-05-07,south
1822,1620.0,2019-05-07,east
1823,1644.0,2019-05-07,west
1824,1800.0,2019-05-08,north
1825,1515.0,2019-05-08,south
1826,1785.0,2019-05-08,east
1827,1650.0,2019-05-08,west
1828,1797.0,2019-05-09,north
1829,1641.0,2019-05-09,south
1830,1665.0,2019-05-09,east
1831,1767.0,2019-05-09,west
1832,1500.0,2019-05-10,north
1833,1788.0,2019-05-10,south
1834,1725.0,2019-05-10,east
1835,1557.0,2019-05-10,west
1836,1503.0,2019-05-11,north
1837,1518.0,2019-05-11,south
1838,1650.0,2019-05-11,east
1839,1614.0,2019-05-11,west
1840,1743.0,2019-05-12,north
1841,1524.0,2019-05-12,south
1842,1761.0,2019-05-12,east
1843,1743.0,2019-05-12,west
1844,1563.0,2019-05-13,north
1845,1716.0,2019-05-13,south
1846,1560.0,2019-05-13,east
1847,1614.0,2019-05-13,west
1848,1617.0,2019-05-14,north
1849,1761.0,2019-05-14,south
1850,1635.0,2019-05-14,east
1851,1614.0,2019-05-14,west
1852,1509.0,2019-05-15,north
1853,1650.0,2019-05-15,south
1854,1755.0,2019-05-15,east
1855,1569.0,2019-05-15,west
1856,1605.0,2019-05-16,north
1857,1695.0,2019-05-16,south
1858,1662.0,2019-05-16,east
1859,1605.0,2019-05-16,west
1860,1731.0,2019-05-17,north
1861,1590.0,2019-05-17,south
1862,1620.0,2019-05-17,east
1863,1752.0,2019-05-17,west
1864,1533.0,2019-05-18,north
1865,1737.0,2019-05-18,south
1866,1608.0,2019-05-18,east
1867,1662.0,2019-05-18,west
1868,1797.0,2019-05-19,north
1869,1728.0,2019-05-19,south
1870,1686.0,2019-05-19,east
1871,1650.0,2019-05-19,west
1872,1695.0,2019-05-20,north
1873,1752.0,2019-05-20,south
1874,1785.0,2019-05-20,east
1875,1668.0,2019-05-20,west
1876,1515.0,2019-05-21,north
1877,1683.0,2019-05-21,south
1878,1794.0,2019-05-21,east
1879,1533.0,2019-05-21,west
1880,1599.0,2019-05-22,north
1881,1761.0,2019-05-22,south
1882,1761.0,2019-05-22,east
1883,1722.0,2019-05-22,west
1884,1626.0,2019-05-23,north
1885,1668.0,2019-05-23,south
1886,1641.0,2019-05-23,east
1887,1740.0,2019-05-23,west
1888,1650.0,2019-05-24,north
1889,1623.0,2019-05-24,south
1890,1653.0,2019-05-24,east
1891,1773.0,2019-05-24,west
1892,1788.0,2019-05-25,north
1893,1581.0,2019-05-25,south
1894,1677.0,2019-05-25,east
1895,1569.0,2019-05-25,west
1896,1791.0,2019-05-26,north
1897,1617.0,2019-05-26,south
1898,1638.0,2019-05-26,east
1899,1542.0,2019-05-26,west
1900,1590.0,2019-05-27,north
1901,1704.0,2019-05-27,south
1902,1680.0,2019-05-27,east
1903,1527.0,2019-05-27,west
1904,1635.0,2019-05-28,north
1905,1755.0,2019-05-28,south
1906,1560.0,2019-05-28,east
1907,1533.0,2019-05-28,west
1908,1599.0,2019-05-29,north
1909,1677.0,2019-05-29,south
1910,1581.0,2019-05-29,east
1911,1680.0,2019-05-29,west
1912,1692.0,2019-05-30,north
1913,1644.0,2019-05-30,south
1914,1716.0,2019-05-30,east
1915,1761.0,2019-05-30,west
1916,1716.0,2019-05-31,north
1917,1764.0,2019-05-31,south
1918,1677.0,2019-05-31,east
1919,1605.0,2019-05-31,west
1920,1680.0,2019-06-01,north
1921,1695.0,2019-06-01,south
1922,1548.0,2019-06-01,east
1923,1689.0,2019-06-01,west
1924,1755.0,2019-06-02,north
1925,1707.0,2019-06-02,south
1926,1557.0,2019-06-02,east
1927,1644.0,2019-06-02,west
1928,1719.0,2019-06-03,north
1929,1680.0,2019-06-03,south
1930,1581.0,2019-06-03,east
1931,1749.0,2019-06-03,west
1932,1602.0,2019-06-04,north
1933,1704.0,2019-06-04,south
1934,1602.0,2019-06-04,east
1935,1554.0,2019-06-04,west
1936,1632.0,2019-06-05,north
1937,1560.0,2019-06-05,south
1938,1647.0,2019-06-05,east
1939,1560.0,2019-06-05,west
1940,1662.0,2019-06-06,north
1941,1545.0,2019-06-06,south
1942,1614.0,2019-06-06,east
1943,1746.0,2019-06-06,west
1944,1713.0,2019-06-07,north
1945,1668.0,2019-06-07,south
1946,1503.0,2019-06-07,east
1947,1758.0,2019-06-07,west
1948,1656.0,2019-06-08,north
1949,1560.0,2019-06-08,south
1950,1710.0,2019-06-08,east
1951,1677.0,2019-06-08,west
1952,1782.0,2019-06-09,north
1953,1665.0,2019-06-09,south
1954,1782.0,2019-06-09,east
1955,1797.0,2019-06-09,west
1956,1698.0,2019-06-10,north
1957,1689.0,2019-06-10,south
1958,1623.0,2019-06-10,east
1959,1767.0,2019-06-10,west
1960,1635.0,2019-06-11,north
1961,1563.0,2019-06-11,south
1962,1785.0,2019-06-11,east
1963,1521.0,2019-06-11,west
1964,1728.0,2019-06-12,north
1965,1515.0,2019-06-12,south
1966,1548.0,2019-06-12,east
1967,1677.0,2019-06-12,west
1968,1587.0,2019-06-13,north
1969,1719.0,2019-06-13,south
1970,1587.0,2019-06-13,east
1971,1773.0,2019-06-13,west
1972,1557.0,2019-06-14,north
1973,1680.0,2019-06-14,south
1974,1773.0,2019-06-14,east
1975,1509.0,2019-06-14,west
1976,1602.0,2019-06-15,north
1977,1794.0,2019-06-15,south
1978,1764.0,2019-06-15,east
1979,1785.0,2019-06-15,west
1980,1662.0,2019-06-16,north
1981,1563.0,2019-06-16,south
1982,1671.0,2019-06-16,east
1983,1533.0,2019-06-16,west
1984,1587.0,2019-06-17,north
1985,1512.0,2019-06-17,south
1986,1536.0,2019-06-17,east
1987,1566.0,2019-06-17,west
1988,1767.0,2019-06-18,north
1989,1614.0,2019-06-18,south
1990,1776.0,2019-06-18,east
1991,1728.0,2019-06-18,west
1992,1614.0,2019-06-19,north
1993,1572.0,2019-06-19,south
1994,1614.0,2019-06-19,east
1995,1734.0,2019-06-19,west
1996,1566.0,2019-06-20,north
1997,1632.0,2019-06-20,south
1998,1785.0,2019-06-20,east
1999,1770.0,2019-06-20,west
2000,1725.0,2019-06-21,north
2001,1542.0,2019-06-21,south
2002,1677.0,2019-06-21,east
2003,1533.0,2019-06-21,west
2004,1578.0,2019-06-22,north
2005,1713.0,2019-06-22,south
2006,1776.0,2019-06-22,east
2007,1515.0,2019-06-22,west
2008,1587.0,2019-06-23,north
2009,1770.0,2019-06-23,south
2010,1773.0,2019-06-23,east
2011,1671.0,2019-06-23,west
2012,1704.0,2019-06-24,north
2013,1545.0,2019-06-24,south
2014,1671.0,2019-06-24,east
2015,1800.0,2019-06-24,west
2016,1611.0,2019-06-25,north
2017,1797.0,2019-06-25,south
2018,1623.0,2019-06-25,east
2019,1776.0,2019-06-25,west
2020,1677.0,2019-06-26,north
2021,1800.0,2019-06-26,south
2022,1794.0,2019-06-26,east
2023,1686.0,2019-06-26,west
2024,1671.0,2019-06-27,north
2025,1635.0,2019-06-27,south
2026,1740.0,2019-06-27,east
2027,1671.0,2019-06-27,west
2028,1671.0,2019-06-28,north
2029,1770.0,2019-06-28,south
2030,1773.0,2019-06-28,east
2031,1581.0,2019-06-28,west
2032,1533.0,2019-06-29,north
2033,1650.0,2019-06-29,south
2034,1536.0,2019-06-29,east
2035,1548.0,2019-06-29,west
2036,1785.0,2019-06-30,north
2037,1614.0,2019-06-30,south
2038,1569.0,2019-06-30,east
2039,1800.0,2019-06-30,west
2040,1644.0,2019-07-01,north
2041,1659.0,2019-07-01,south
2042,1659.0,2019-07-01,east
2043,1644.0,2019-07-01,west
2044,1656.0,2019-07-02,north
2045,1566.0,2019-07-02,south
2046,1686.0,2019-07-02,east
2047,1677.0,2019-07-02,west
2048,1770.0,2019-07-03,north
2049,1689.0,2019-07-03,south
2050,1704.0,2019-07-03,east
2051,1800.0,2019-07-03,west
2052,1782.0,2019-07-04,north
2053,1746.0,2019-07-04,south
2054,1527.0,2019-07-04,east
2055,1581.0,2019-07-04,west
2056,1518.0,2019-07-05,north
2057,1554.0,2019-07-05,south
2058,1548.0,2019-07-05,east
2059,1533.0,2019-07-05,west
2060,1791.0,2019-07-06,north
2061,1578.0,2019-07-06,south
2062,1779.0,2019-07-06,east
2063,1704.0,2019-07-06,west
2064,1587.0,2019-07-07,north
2065,1593.0,2019-07-07,south
2066,1644.0,2019-07-07,east
2067,1680.0,2019-07-07,west
2068,1614.0,2019-07-08,north
2069,1704.0,2019-07-08,south
2070,1797.0,2019-07-08,east
2071,1770.0,2019-07-08,west
2072,1605.0,2019-07-09,north
2073,1686.0,2019-07-09,south
2074,1794.0,2019-07-09,east
2075,1713.0,2019-07-09,west
2076,1755.0,2019-07-10,north
2077,1500.0,2019-07-10,south
2078,1632.0,2019-07-10,east
2079,1800.0,2019-07-10,west
2080,1800.0,2019-07-11,north
2081,1650.0,2019-07-11,south
2082,1704.0,2019-07-11,east
2083,1590.0,2019-07-11,west
2084,1779.0,2019-07-12,north
2085,1554.0,2019-07-12,south
2086,1635.0,2019-07-12,east
2087,1608.0,2019-07-12,west
2088,1791.0,2019-07-13,north
2089,1779.0,2019-07-13,south
2090,1527.0,2019-07-13,east
2091,1689.0,2019-07-13,west
2092,1782.0,2019-07-14,north
2093,1662.0,2019-07-14,south
2094,1620.0,2019-07-14,east
2095,1692.0,2019-07-14,west
2096,1551.0,2019-07-15,north
2097,1620.0,2019-07-15,south
2098,1725.0,2019-07-15,east
2099,1602.0,2019-07-15,west
2100,1518.0,2019-07-16,north
2101,1761.0,2019-07-16,south
2102,1539.0,2019-07-16,east
2103,1614.0,2019-07-16,west
2104,1548.0,2019-07-17,north
2105,1551.0,2019-07-17,south
2106,1722.0,2019-07-17,east
2107,1662.0,2019-07-17,west
2108,1509.0,2019-07-18,north
2109,1773.0,2019-07-18,south
2110,1767.0,2019-07-18,east
2111,1581.0,2019-07-18,west
2112,1626.0,2019-07-19,north
2113,1734.0,2019-07-19,south
2114,1761.0,2019-07-19,east
2115,1659.0,2019-07-19,west
2116,1638.0,2019-07-20,north
2117,1539.0,2019-07-20,south
2118,1782.0,2019-07-20,east
2119,1728.0,2019-07-20,west
2120,1746.0,2019-07-21,north
2121,1536.0,2019-07-21,south
2122,1719.0,2019-07-21,east
2123,1773.0,2019-07-21,west
2124,1611.0,2019-07-22,north
2125,1665.0,2019-07-22,south
2126,1506.0,2019-07-22,east
2127,1746.0,2019-07-22,west
2128,1770.0,2019-07-23,north
2129,1734.0,2019-07-23,south
2130,1707.0,2019-07-23,east
2131,1620.0,2019-07-23,west
2132,1569.0,2019-07-24,north
2133,1656.0,2019-07-24,south
2134,1617.0,2019-07-24,east
2135,1638.0,2019-07-24,west
2136,1701.0,2019-07-25,north
2137,1713.0,2019-07-25,south
2138,1557.0,2019-07-25,east
2139,1725.0,2019-07-25,west
2140,1605.0,2019-07-26,north
2141,1770.0,2019-07-26,south
2142,1557.0,2019-07-26,east
2143,1755.0,2019-07-26,west
2144,1737.0,2019-07-27,north
2145,1785.0,2019-07-27,south
2146,1545.0,2019-07-27,east
2147,1560.0,2019-07-27,west
2148,1509.0,2019-07-28,north
2149,1761.0,2019-07-28,south
2150,1551.0,2019-07-28,east
2151,1683.0,2019-07-28,west
2152,1644.0,2019-07-29,north
2153,1608.0,2019-07-29,south
2154,1719.0,2019-07-29,east
2155,1794.0,2019-07-29,west
2156,1764.0,2019-07-30,north
2157,1512.0,2019-07-30,south
2158,1701.0,2019-07-30,east
2159,1797.0,2019-07-30,west
2160,1734.0,2019-07-31,north
2161,1791.0,2019-07-31,south
2162,1761.0,2019-07-31,east
2163,1587.0,2019-07-31,west
2164,1596.0,2019-08-01,north
2165,1542.0,2019-08-01,south
2166,1710.0,2019-08-01,east
2167,1701.0,2019-08-01,west
2168,1647.0,2019-08-02,north
2169,1524.0,2019-08-02,south
2170,1782.0,2019-08-02,east
2171,1716.0,2019-08-02,west
2172,1752.0,2019-08-03,north
2173,1686.0,2019-08-03,south
2174,1764.0,2019-08-03,east
2175,1755.0,2019-08-03,west
2176,1578.0,2019-08-04,north
2177,1539.0,2019-08-04,south
2178,1743.0,2019-08-04,east
2179,1596.0,2019-08-04,west
2180,1506.0,2019-08-05,north
2181,1527.0,2019-08-05,south
2182,1626.0,2019-08-05,east
2183,1530.0,2019-08-05,west
2184,1521.0,2019-08-06,north
2185,1713.0,2019-08-06,south
2186,1761.0,2019-08-06,east
2187,1557.0,2019-08-06,west
2188,1584.0,2019-08-07,north
2189,1764.0,2019-08-07,south
2190,1623.0,2019-08-07,east
2191,1776.0,2019-08-07,west
2192,1749.0,2019-08-08,north
2193,1707.0,2019-08-08,south
2194,1629.0,2019-08-08,east
2195,1773.0,2019-08-08,west
2196,1758.0,2019-08-09,north
2197,1671.0,2019-08-09,south
2198,1659.0,2019-08-09,east
2199,1641.0,2019-08-09,west
2200,1596.0,2019-08-10,north
2201,1626.0,2019-08-10,south
2202,1557.0,2019-08-10,east
2203,1695.0,2019-08-10,west
2204,1659.0,2019-08-11,north
2205,1680.0,2019-08-11,south
2206,1683.0,2019-08-11,east
2207,1692.0,2019-08-11,west
2208,1569.0,2019-08-12,north
2209,1740.0,2019-08-12,south
2210,1650.0,2019-08-12,east
2211,1569.0,2019-08-12,west
2212,1701.0,2019-08-13,north
2213,1677.0,2019-08-13,south
2214,1533.0,2019-08-13,east
2215,1587.0,2019-08-13,west
2216,1713.0,2019-08-14,north
2217,1611.0,2019-08-14,south
2218,1524.0,2019-08-14,east
2219,1725.0,2019-08-14,west
2220,1761.0,2019-08-15,north
2221,1569.0,2019-08-15,south
2222,1668.0,2019-08-15,east
2223,1563.0,2019-08-15,west
2224,1734.0,2019-08-16,north
2225,1524.0,2019-08-16,south
2226,1731.0,2019-08-16,east
2227,1665.0,2019-08-16,west
2228,1710.0,2019-08-17,north
2229,1509.0,2019-08-17,south
2230,1539.0,2019-08-17,east
2231,1533.0,2019-08-17,west
2232,1785.0,2019-08-18,north
2233,1665.0,2019-08-18,south
2234,1722.0,2019-08-18,east
2235,1659.0,2019-08-18,west
2236,1791.0,2019-08-19,north
2237,1680.0,2019-08-19,south
2238,1542.0,2019-08-19,east
2239,1701.0,2019-08-19,west
2240,1671.0,2019-08-20,north
2241,1656.0,2019-08-20,south
2242,1536.0,2019-08-20,east
2243,1800.0,2019-08-20,west
2244,1605.0,2019-08-21,north
2245,1671.0,2019-08-21,south
2246,1590.0,2019-08-21,east
2247,1545.0,2019-08-21,west
2248,1500.0,2019-08-22,north
2249,1779.0,2019-08-22,south
2250,1656.0,2019-08-22,east
2251,1731.0,2019-08-22,west
2252,1614.0,2019-08-23,north
2253,1782.0,2019-08-23,south
2254,1629.0,2019-08-23,east
2255,1635.0,2019-08-23,west
2256,1548.0,2019-08-24,north
2257,1776.0,2019-08-24,south
2258,1743.0,2019-08-24,east
2259,1737.0,2019-08-24,west
2260,1644.0,2019-08-25,north
2261,1626.0,2019-08-25,south
2262,1680.0,2019-08-25,east
2263,1524.0,2019-08-25,west
2264,1515.0,2019-08-26,north
2265,1704.0,2019-08-26,south
2266,1653.0,2019-08-26,east
2267,1554.0,2019-08-26,west
2268,1644.0,2019-08-27,north
2269,1674.0,2019-08-27,south
2270,1665.0,2019-08-27,east
2271,1755.0,2019-08-27,west
2272,1566.0,2019-08-28,north
2273,1659.0,2019-08-28,south
2274,1515.0,2019-08-28,east
2275,1779.0,2019-08-28,west
2276,1572.0,2019-08-29,north
2277,1770.0,2019-08-29,south
2278,1632.0,2019-08-29,east
2279,1677.0,2019-08-29,west
2280,1755.0,2019-08-30,north
2281,1527.0,2019-08-30,south
2282,1623.0,2019-08-30,east
2283,1668.0,2019-08-30,west
2284,1683.0,2019-08-31,north
2285,1698.0,2019-08-31,south
2286,1749.0,2019-08-31,east
2287,1632.0,2019-08-31,west
2288,1785.0,2019-09-01,north
2289,1707.0,2019-09-01,south
2290,1518.0,2019-09-01,east
2291,1563.0,2019-09-01,west
2292,1701.0,2019-09-02,north
2293,1605.0,2019-09-02,south
2294,1596.0,2019-09-02,east
2295,1605.0,2019-09-02,west
2296,1716.0,2019-09-03,north
2297,1569.0,2019-09-03,south
2298,1725.0,2019-09-03,east
2299,1542.0,2019-09-03,west
2300,1692.0,2019-09-04,north
2301,1560.0,2019-09-04,south
2302,1515.0,2019-09-04,east
2303,1653.0,2019-09-04,west
2304,1629.0,2019-09-05,north
2305,1668.0,2019-09-05,south
2306,1698.0,2019-09-05,east
2307,1677.0,2019-09-05,west
2308,1503.0,2019-09-06,north
2309,1776.0,2019-09-06,south
2310,1509.0,2019-09-06,east
2311,1665.0,2019-09-06,west
2312,1683.0,2019-09-07,north
2313,1530.0,2019-09-07,south
2314,1782.0,2019-09-07,east
2315,1584.0,2019-09-07,west
2316,1743.0,2019-09-08,north
2317,1551.0,2019-09-08,south
2318,1620.0,2019-09-08,east
2319,1791.0,2019-09-08,west
2320,1674.0,2019-09-09,north
2321,1797.0,2019-09-09,south
2322,1773.0,2019-09-09,east
2323,1596.0,2019-09-09,west
2324,1617.0,2019-09-10,north
2325,1764.0,2019-09-10,south
2326,1632.0,2019-09-10,east
2327,1506.0,2019-09-10,west
2328,1533.0,2019-09-11,north
2329,1677.0,2019-09-11,south
2330,1746.0,2019-09-11,east
2331,1668.0,2019-09-11,west
2332,1797.0,2019-09-12,north
2333,1545.0,2019-09-12,south
2334,1701.0,2019-09-12,east
2335,1578.0,2019-09-12,west
2336,1626.0,2019-09-13,north
2337,1512.0,2019-09-13,south
2338,1788.0,2019-09-13,east
2339,1671.0,2019-09-13,west
2340,1728.0,2019-09-14,north
2341,1653.0,2019-09-14,south
2342,1644.0,2019-09-14,east
2343,1734.0,2019-09-14,west
2344,1746.0,2019-09-15,north
2345,1524.0,2019-09-15,south
2346,1611.0,2019-09-15,east
2347,1626.0,2019-09-15,west
2348,1668.0,2019-09-16,north
2349,1734.0,2019-09-16,south
2350,1797.0,2019-09-16,east
2351,1725.0,2019-09-16,west
2352,1656.0,2019-09-17,north
2353,1530.0,2019-09-17,south
2354,1695.0,2019-09-17,east
2355,1656.0,2019-09-17,west
2356,1797.0,2019-09-18,north
2357,1515.0,2019-09-18,south
2358,1638.0,2019-09-18,east
2359,1797.0,2019-09-18,west
2360,1800.0,2019-09-19,north
2361,1560.0,2019-09-19,south
2362,1506.0,2019-09-19,east
2363,1581.0,2019-09-19,west
2364,1515.0,2019-09-20,north
2365,1527.0,2019-09-20,south
2366,1758.0,2019-09-20,east
2367,1638.0,2019-09-20,west
2368,1605.0,2019-09-21,north
2369,1716.0,2019-09-21,south
2370,1569.0,2019-09-21,east
2371,1674.0,2019-09-21,west
2372,1632.0,2019-09-22,north
2373,1734.0,2019-09-22,south
2374,1530.0,2019-09-22,east
2375,1689.0,2019-09-22,west
2376,1641.0,2019-09-23,north
2377,1779.0,2019-09-23,south
2378,1659.0,2019-09-23,east
2379,1797.0,2019-09-23,west
2380,1767.0,2019-09-24,north
2381,1755.0,2019-09-24,south
2382,1602.0,2019-09-24,east
2383,1524.0,2019-09-24,west
2384,1794.0,2019-09-25,north
2385,1626.0,2019-09-25,south
2386,1617.0,2019-09-25,east
2387,1773.0,2019-09-25,west
2388,1719.0,2019-09-26,north
2389,1509.0,2019-09-26,south
2390,1686.0,2019-09-26,east
2391,1668.0,2019-09-26,west
2392,1731.0,2019-09-27,north
2393,1590.0,2019-09-27,south
2394,1728.0,2019-09-27,east
2395,1722.0,2019-09-27,west
2396,1548.0,2019-09-28,north
2397,1599.0,2019-09-28,south
2398,1605.0,2019-09-28,east
2399,1671.0,2019-09-28,west
2400,1512.0,2019-09-29,north
2401,1650.0,2019-09-29,south
2402,1614.0,2019-09-29,east
2403,1674.0,2019-09-29,west
2404,1638.0,2019-09-30,north
2405,1731.0,2019-09-30,south
2406,1716.0,2019-09-30,east
2407,1566.0,2019-09-30,west
2408,1707.0,2019-10-01,north
2409,1554.0,2019-10-01,south
2410,1632.0,2019-10-01,east
2411,1584.0,2019-10-01,west
2412,1653.0,2019-10-02,north
2413,1770.0,2019-10-02,south
2414,1758.0,2019-10-02,east
2415,1569.0,2019-10-02,west
2416,1797.0,2019-10-03,north
2417,1551.0,2019-10-03,south
2418,1677.0,2019-10-03,east
2419,1599.0,2019-10-03,west
2420,1512.0,2019-10-04,north
2421,1635.0,2019-10-04,south
2422,1749.0,2019-10-04,east
2423,1689.0,2019-10-04,west
2424,1614.0,2019-10-05,north
2425,1527.0,2019-10-05,south
2426,1521.0,2019-10-05,east
2427,1725.0,2019-10-05,west
2428,1587.0,2019-10-06,north
2429,1701.0,2019-10-06,south
2430,1566.0,2019-10-06,east
2431,1752.0,2019-10-06,west
2432,1668.0,2019-10-07,north
2433,1686.0,2019-10-07,south
2434,1611.0,2019-10-07,east
2435,1569.0,2019-10-07,west
2436,1599.0,2019-10-08,north
2437,1539.0,2019-10-08,south
2438,1611.0,2019-10-08,east
2439,1605.0,2019-10-08,west
2440,1680.0,2019-10-09,north
2441,1704.0,2019-10-09,south
2442,1689.0,2019-10-09,east
2443,1644.0,2019-10-09,west
2444,1701.0,2019-10-10,north
2445,1560.0,2019-10-10,south
2446,1791.0,2019-10-10,east
2447,1698.0,2019-10-10,west
2448,1539.0,2019-10-11,north
2449,1542.0,2019-10-11,south
2450,1704.0,2019-10-11,east
2451,1728.0,2019-10-11,west
2452,1590.0,2019-10-12,north
2453,1743.0,2019-10-12,south
2454,1569.0,2019-10-12,east
2455,1722.0,2019-10-12,west
2456,1545.0,2019-10-13,north
2457,1533.0,2019-10-13,south
2458,1674.0,2019-10-13,east
2459,1704.0,2019-10-13,west
2460,1524.0,2019-10-14,north
2461,1578.0,2019-10-14,south
2462,1692.0,2019-10-14,east
2463,1635.0,2019-10-14,west
2464,1782.0,2019-10-15,north
2465,1587.0,2019-10-15,south
2466,1638.0,2019-10-15,east
2467,1752.0,2019-10-15,west
2468,1542.0,2019-10-16,north
2469,1608.0,2019-10-16,south
2470,1683.0,2019-10-16,east
2471,1596.0,2019-10-16,west
2472,1527.0,2019-10-17,north
2473,1737.0,2019-10-17,south
2474,1671.0,2019-10-17,east
2475,1662.0,2019-10-17,west
2476,1518.0,2019-10-18,north
2477,1746.0,2019-10-18,south
2478,1590.0,2019-10-18,east
2479,1710.0,2019-10-18,west
2480,1647.0,2019-10-19,north
2481,1737.0,2019-10-19,south
2482,1761.0,2019-10-19,east
2483,1587.0,2019-10-19,west
2484,1701.0,2019-10-20,north
2485,1524.0,2019-10-20,south
2486,1677.0,2019-10-20,east
2487,1725.0,2019-10-20,west
2488,1653.0,2019-10-21,north
2489,1686.0,2019-10-21,south
2490,1698.0,2019-10-21,east
2491,1560.0,2019-10-21,west
2492,1515.0,2019-10-22,north
2493,1734.0,2019-10-22,south
2494,1551.0,2019-10-22,east
2495,1713.0,2019-10-22,west
2496,1758.0,2019-10-23,north
2497,1644.0,2019-10-23,south
2498,1758.0,2019-10-23,east
2499,1641.0,2019-10-23,west
2500,1617.0,2019-10-24,north
2501,1611.0,2019-10-24,south
2502,1788.0,2019-10-24,east
2503,1602.0,2019-10-24,west
2504,1638.0,2019-10-25,north
2505,1620.0,2019-10-25,south
2506,1665.0,2019-10-25,east
2507,1500.0,2019-10-25,west
2508,1671.0,2019-10-26,north
2509,1566.0,2019-10-26,south
2510,1740.0,2019-10-26,east
2511,1599.0,2019-10-26,west
2512,1710.0,2019-10-27,north
2513,1668.0,2019-10-27,south
2514,1740.0,2019-10-27,east
2515,1698.0,2019-10-27,west
2516,1503.0,2019-10-28,north
2517,1689.0,2019-10-28,south
2518,1626.0,2019-10-28,east
2519,1674.0,2019-10-28,west
2520,1542.0,2019-10-29,north
2521,1692.0,2019-10-29,south
2522,1719.0,2019-10-29,east
2523,1512.0,2019-10-29,west
2524,1731.0,2019-10-30,north
2525,1644.0,2019-10-30,south
2526,1746.0,2019-10-30,east
